Rank,Name,Country,Sales,Profit,Assets,Market_value
405,Saint-Gobain,France,4350.0,51.98,5950.0,3379.9999999999995
406,Murata Manufacturing,Japan,1480.0,200.0,2330.0,5290.0
407,Hengli Petrochemical,China,1780.0,190.0,2840.0,3150.0
408,Recruit Holdings,Japan,2100.0,120.0,2039.9999999999998,7730.0
409,Cosco Shipping,China,2490.0,150.0,4160.0,1910.0000000000002
410,Bristol Myers Squibb,United States,4250.0,-900.0,11850.0,14619.999999999998
411,Danske Bank,Denmark,2090.0,61.75,67550.0,1700.0
412,Cummins,United States,1980.0,180.0,2260.0,3870.0000000000005
413,OMV Group,Austria,1889.9999999999998,140.0,6340.0,1680.0
414,Saudi Electricity,Saudi Arabia,1830.0,55.92,12940.0,2720.0
415,Glencore International,Switzerland,14240.0,-200.0,11800.0,5520.0
416,D.R. Horton,United States,2220.0,270.0,1980.0,3510.0
417,Best Buy,United States,4730.0,180.0,1910.0000000000002,3000.0
418,Prudential Financial,United States,5700.0,-40.8,94070.0,3910.0
419,Stellantis,Netherlands,9880.0,3.31,12200.0,5700.0
420,Suzuki Motor,Japan,2850.0,120.0,3710.0,2100.0
421,BASF,Germany,6740.000000000001,-120.0,10090.0,7970.0
422,Canon,Japan,2960.0,78.03999999999999,4480.0,2490.0
423,Fast Retailing,Japan,1889.9999999999998,90.38,2350.0,8470.0
423,Fifth Third Bank,United States,740.0,140.0,20470.0,2720.0
425,CME Group,United States,490.00000000000006,210.0,12470.0,7450.0
426,EnBW-Energie Baden,Germany,2250.0,67.95,6000.0,2650.0
427,Samsung C&T,South Korea,2560.0,90.78,5000.0,2050.0
428,CRRC,China,3290.0,170.0,6000.0,1250.0
429,Bayer,Germany,4720.0,-1200.0,15030.000000000002,6360.0
429,Toyota Tsusho,Japan,5700.0,100.0,4700.0,1550.0
431,Public Service Enterprise Group,United States,930.0000000000001,190.0,5010.0,3200.0
432,Phoenix Group Holdings,United Kingdom,2790.0,99.38,44360.0,1050.0
433,Consolidated Edison,United States,1220.0,110.00000000000001,6290.0,2680.0
434,Kimberly-Clark,United States,1910.0000000000002,240.0,1750.0,4710.0
435,Wesfarmers,Australia,2290.0,130.0,1970.0,4880.0
436,Bank Central Asia,Indonesia,600.0,190.0,7659.999999999999,5310.0
436,Kraft Heinz Company,United States,2620.0,35.6,9980.0,5010.0
438,Paccar,United States,1870.0,130.0,2830.0,3300.0
439,American International Group,United States,4370.0,-590.0,51290.0,4060.0
440,Mitsubishi Estate,Japan,1170.0,140.0,5980.0,2340.0
441,Equinor,Norway,4540.0,-540.0,12200.0,6370.0
442,DTE Energy,United States,1230.0,140.0,4550.0,2730.0
443,Lenovo Group,Hong Kong,5570.0,96.06,3860.0,1680.0
444,Fujifilm Holdings,Japan,2020.0,120.0,3260.0,2520.0
445,Colgate-Palmolive,United States,1650.0,270.0,1590.0,6850.0
446,Hana Financial Group,South Korea,1260.0,220.00000000000003,42370.0,1070.0
447,Kotak Mahindra Bank,India,750.0,130.0,6530.0,4710.0
447,Telstra,Australia,1500.0,120.0,3350.0,3150.0
449,Biogen,United States,1060.0,400.0,2460.0,4070.0000000000005
450,Talanx,Germany,4570.0,76.72,21640.0,1100.0
451,Carrefour,France,8220.0,73.07000000000001,5820.0,1470.0
452,Standard Chartered,United Kingdom,2100.0,42.58,78910.0,2130.0
453,Svenska Handelsbanken,Sweden,650.0,170.0,38180.0,2280.0
454,Sumitomo Mitsui Trust,Japan,1210.0,130.0,58790.0,1300.0
455,DISH Network,United States,1550.0,180.0,3840.0,2000.0
456,Meituan,China,1670.0,65.96000000000001,2550.0,21860.0
457,Walgreens,United States,13850.0,-61.6,9090.0,4610.0
458,BYD,China,2230.0,58.470000000000006,3090.0,6490.000000000001
459,Fosun International,China,1980.0,120.0,11740.0,1210.0
460,ENGIE,France,6360.0,-180.0,18740.0,3590.0
461,Eni,Italy,5010.0,-980.0000000000001,13790.0,4430.0
462,Kubota,Japan,1739.9999999999998,120.0,3090.0,2860.0
463,Shimao Property Holdings,Hong Kong,1980.0,180.0,9020.0,1070.0
464,CK Asset Holdings,Hong Kong,840.0,210.0,6720.0,2290.0
465,Bank of Nanjing,China,950.0,180.0,21950.0,1420.0
466,Edp-energias De Portugal,Portugal,1440.0,91.35,5250.0,2380.0
467,LukOil,Russia,7180.0,20.97,8150.0,5230.0
468,Sany Heavy Industry,China,1440.0,220.00000000000003,1930.0,4120.0
469,Grupo Mexico,Mexico,1030.0,190.0,2840.0,4050.0
470,Michelin Group,France,2330.0,71.59,3870.0000000000005,2660.0
471,Komatsu,Japan,1989.9999999999998,79.13,3479.9999999999995,2930.0
472,NetEase,China,1070.0,170.0,2170.0,7340.000000000001
473,Asahi Group Holdings,Japan,1900.0,86.94,4300.0,2220.0
474,SK Telecom,South Korea,1580.0,130.0,4410.0,1930.0
475,Air Products & Chemicals,United States,900.0,190.0,2610.0,6360.0
476,Athene Holding,Bermuda,1480.0,150.0,19790.0,1060.0
476,eBay,United States,1070.0,570.0,1930.0,4420.0
478,Freeport-McMoRan,United States,1390.0,59.0,4210.0,5560.0
479,Power Construction Corporation of China,China,5330.0,100.0,13290.0,910.0
480,LG Chem,South Korea,2580.0,43.45,3810.0,6250.0
481,Saudi Basic Industries,Saudi Arabia,3130.0,3.7,8000.0,9330.0
482,Bouygues,France,3960.0,79.34,4970.0,1590.0
483,Citizens Bank (Rhode IsIand),United States,740.0,160.0,18720.0,1910.0000000000002
484,Capgemini,France,1810.0000000000002,110.00000000000001,2690.0,3060.0
485,Edison International,United States,1360.0,73.9,6940.000000000001,2330.0
486,Magna International,Canada,3250.0,71.27000000000001,2860.0,2880.0
487,Dollar Tree,United States,2550.0,130.0,2070.0,2740.0
488,Telenor,Norway,1300.0,170.0,3000.0,2570.0
489,China Zheshang Bank,China,1420.0,180.0,31320.0,960.0
489,Entergy,United States,1000.0,140.0,5820.0,2140.0
491,Lam Research,United States,1190.0,300.0,1540.0,9200.0
492,Infosys,India,1350.0,260.0,1480.0,7750.0
493,The Estée Lauder Companies,United States,1420.0,92.8,1960.0000000000002,11330.0
494,China Tower Corp.,China,1180.0,93.27000000000001,5160.0,2590.0
495,Corteva,United States,1420.0,68.1,4260.0,3520.0000000000005
496,CSL,Australia,990.0,260.0,1770.0,9470.0
497,Safran,France,1900.0,40.13,4840.0,6680.0
498,Banorte,Mexico,940.0,140.0,8970.0,1760.0000000000002
498,KeyCorp,United States,730.0,130.0,17030.0,2000.0
500,Lufax Holding,China,830.0000000000001,180.0,3810.0,3400.0
501,Swedbank,Sweden,640.0,140.0,31589.999999999996,2110.0
502,Constellation Brands,United States,860.0,200.0,2710.0,4580.0
503,Nidec,Japan,1460.0,87.69,2050.0,7509.999999999999
504,Naspers,South Africa,480.0,310.0,4570.0,10610.0
505,Vonovia,Germany,480.0,370.0,7640.000000000001,3979.9999999999995
506,Activision Blizzard,United States,810.0,220.00000000000003,2310.0,7470.0
507,Bank Mandiri,Indonesia,860.0,120.0,10170.0,2020.0
508,Marathon Petroleum,United States,7500.0,-990.0,8520.0,3540.0
509,Illinois Tool Works,United States,1260.0,210.0,1560.0,7090.000000000001
510,Eversource Energy,United States,890.0,120.0,4610.0,3080.0
510,Parker-Hannifin,United States,1350.0,140.0,1980.0,4140.0
510,S.F. Holding,China,2230.0,110.00000000000001,1700.0,4440.0
513,NTPC,India,1510.0,160.0,5380.0,1340.0
513,Transneft,Russia,1430.0,210.0,4410.0,1390.0
515,Stanley Black & Decker,United States,1450.0,120.0,2360.0,3310.0
516,Rongsheng Petrochemical,China,1400.0,85.81,3410.0,2850.0
517,Denso,Japan,4460.0,-23.36,6609.999999999999,5120.0
518,Gilead Sciences,United States,2460.0,12.3,6840.000000000001,8400.0
519,Swiss Re,Switzerland,4270.0,-91.83,18300.0,2850.0
520,Swisscom,Switzerland,1180.0,160.0,2740.0,2700.0
521,Nutrien,Canada,2100.0,47.89,4720.0,3200.0
522,M&G,United Kingdom,1900.0,150.0,29660.000000000004,790.0
523,Cognizant,United States,1670.0,140.0,1689.9999999999998,4280.0
524,Vestas Wind Systems,Denmark,1689.9999999999998,87.05,2220.0,4010.0
525,JBS,Brazil,5240.0,89.15,3150.0,1480.0
526,Société Générale,France,4140.0,-99.06,178880.0,2090.0
527,Ageas,Belgium,1250.0,130.0,13540.0,1140.0
528,NEC,Japan,2780.0,98.63,3240.0,1630.0
529,Adidas,Germany,2260.0,49.36,2580.0,6490.000000000001
530,Novatek,Russia,960.0,93.75,2790.0,5840.0
531,PPG,United States,1430.0,120.0,2010.0000000000002,3970.0000000000005
532,NatWest Group,United Kingdom,1810.0000000000002,-47.7,109290.00000000001,3340.0
533,Wanhua Chemical Group,China,1050.0,150.0,2050.0,4980.0
534,FirstRand,South Africa,780.0,92.3,13269.999999999998,2050.0
535,Aptiv,Ireland,1310.0,180.0,1750.0,3810.0
535,Subaru,Japan,2750.0,110.00000000000001,3200.0,1520.0
537,Erste Group Bank,Austria,1060.0,76.21000000000001,34040.0,1430.0
538,Aeon,Japan,8120.0,-67.03,10780.0,2470.0
539,T&D Holdings,Japan,1889.9999999999998,150.0,16910.0,740.0
540,ArcelorMittal,Luxembourg,5320.0,-83.8,8210.0,3180.0
541,Northern Trust,United States,610.0,120.0,17000.0,2220.0
542,Metallurgical Corp of China,China,5790.0,110.00000000000001,7740.000000000001,550.0
543,MediaTek,Taiwan,1090.0,140.0,1900.0,5440.0
544,Orsted,Denmark,570.0,229.99999999999997,3229.9999999999995,6680.0
545,Toshiba,Japan,2840.0,69.88,3260.0,1920.0
546,McKesson,United States,23760.0,-420.0,6180.0,3070.0
547,Willis Towers Watson,United Kingdom,940.0,99.6,3850.0,3100.0
548,UniCredit,Italy,2660.0,-330.0,113970.0,2290.0
549,SingTel,Singapore,1210.0,78.33,3440.0,3150.0
550,Shenzhen Overseas,China,1070.0,180.0,6980.0,1260.0
551,Nissan Motor,Japan,7200.0,-1010.0,15530.000000000002,2070.0
552,CLP Holdings,Hong Kong,1030.0,150.0,3020.0,2480.0
553,TELUS,Canada,1140.0,89.99,3400.0,2810.0
554,Chubu Electric Power,Japan,2710.0,160.0,5430.0,919.9999999999999
555,Prologis,United States,440.00000000000006,150.0,5610.0,8420.0
556,Regeneron Pharmaceuticals,United States,850.0,350.0,1720.0,5380.0
557,M&T Bank,United States,610.0,130.0,14260.0,1980.0
558,Dominion Energy,United States,1520.0,-40.1,9590.0,6620.0
559,LabCorp,United States,1400.0,160.0,2010.0000000000002,2560.0
560,China Taiping Insurance,Hong Kong,3570.0000000000005,84.44,14869.999999999998,690.0
561,Standard Bank Group,South Africa,1050.0,79.94,17240.0,1370.0
562,Otsuka Holding,Japan,1330.0,140.0,2550.0,2160.0
563,Baxter International,United States,1170.0,110.00000000000001,2000.0,4380.0
564,Regions Financial,United States,640.0,110.00000000000001,14740.0,2039.9999999999998
565,Crown Castle International,United States,580.0,110.00000000000001,3879.9999999999995,7759.999999999999
566,Phillips 66,United States,6370.0,-400.0,5470.0,3450.0
567,George Weston,Canada,4079.9999999999995,71.8,3770.0000000000005,1380.0
568,PPL,United States,760.0,150.0,4810.0,2240.0
569,RELX,United Kingdom,910.0,160.0,1930.0,5150.0
570,Deutsche Boerse,Germany,430.0,120.0,18700.0,3250.0
571,FirstEnergy,United States,1080.0,100.0,4450.0,1939.9999999999998
572,Seazen Group,China,2150.0,150.0,8330.0,760.0
573,Hong Kong Exchanges,Hong Kong,250.0,150.0,5150.0,7609.999999999999
574,ConocoPhillips,United States,1880.0,-270.0,6260.0,6909.999999999999
575,Kansai Electric Power,Japan,2820.0,100.0,7570.0,890.0
576,Lincoln National,United States,1739.9999999999998,49.9,35240.0,1250.0
577,Thales,France,1939.9999999999998,55.11,3890.0,2190.0
578,Sumitomo Realty,Japan,890.0,150.0,5350.0,1639.9999999999998
579,Fox,United States,1270.0,150.0,2280.0,2240.0
580,Sinopharm Group,China,6630.0,100.0,4760.0,890.0
581,Rogers Communications,Canada,1040.0,120.0,3050.0,2450.0
582,Atlas Copco,Sweden,1080.0,160.0,1420.0,8040.000000000001
583,Tokyo Electron,Japan,1200.0,200.0,1230.0,7020.0
584,EssilorLuxottica,France,1639.9999999999998,9.690000000000001,6400.0,7280.0
585,Astellas Pharma,Japan,1170.0,130.0,2220.0,2810.0
585,Axis Bank,India,1090.0,40.36,13010.0,2760.0
587,Fidelity National Information,United States,1260.0,15.7,8380.0,9490.0
588,First Republic Bank,United States,459.99999999999994,120.0,15580.000000000002,3160.0
589,Koç Holding,Turkey,2050.0,130.0,8480.0,570.0
590,DuPont de Nemours,United States,2039.9999999999998,-300.0,7090.000000000001,4120.0
591,Valero Energy,United States,6490.000000000001,-140.0,5240.0,2960.0
592,WEC Energy Group,United States,720.0,120.0,3790.0,3060.0
593,Great Wall Motor,China,1460.0,78.66,2360.0,2880.0
594,Advanced Micro Devices,United States,980.0000000000001,250.0,900.0,9980.0
595,Aluminum Corp of China,China,2700.0,1510.0,2980.0,830.0000000000001
596,Sekisui House,Japan,2300.0,120.0,2510.0,1460.0
597,VTB Bank,Russia,1710.0000000000002,90.11,24530.0,810.0
598,Global Payments,United States,740.0,58.45,4420.0,6430.0
599,Indian Oil,India,4890.0,65.15,4480.0,1140.0
600,CBRE Group,United States,2380.0,75.2,1800.0,2750.0
600,Discovery,United States,1060.0,120.0,3410.0,1820.0
602,MS&AD Insurance,Japan,4280.0,21.69,23250.0,1680.0
603,Kyocera,Japan,1410.0,65.92,3130.0,2390.0
604,Fidelity National Financial,United States,1080.0,140.0,4840.0,1300.0
605,AutoZone,United States,1340.0,190.0,1420.0,3300.0
606,Porsche Automobil Holding,Germany,12.2,300.0,4450.0,3620.0000000000005
607,Republic Services,United States,1019.9999999999999,96.72999999999999,2340.0,3329.9999999999995
608,TJX Cos,United States,3210.0,9.05,3080.0,8440.0
609,Hikvision,China,910.0,190.0,1360.0,8170.0
610,AmerisourceBergen,United States,19450.0,-320.0,4580.0,2450.0
611,London Stock Exchange,United Kingdom,310.0,53.989999999999995,116070.0,4930.0
612,Trane Technologies,Ireland,1250.0,85.49,1820.0,4100.0
613,Wuliangye Yibin,China,680.0,280.0,1470.0,15580.000000000002
614,SVB Financial Group,United States,400.0,120.0,11550.0,2800.0
615,Nan Ya Plastics,Taiwan,1030.0,150.0,2080.0,2520.0
616,Shaanxi Coal Industry,China,1330.0,160.0,2280.0,1689.9999999999998
617,CGN Power,China,1019.9999999999999,140.0,5990.0,1180.0
618,Huatai Securities,China,670.0,160.0,10960.0,1310.0
619,Nucor,United States,2010.0000000000002,71.67,2010.0000000000002,2370.0
619,Xiamen C&D,China,5560.0,80.84,5710.0,380.0
621,Bunge,United States,4140.0,120.0,2370.0,1180.0
622,Intuit,United States,770.0,170.0,1460.0,11390.0
623,Continental,Germany,4290.0,-110.00000000000001,5090.0,2820.0
624,CarMax,United States,1900.0,74.69,2150.0,2110.0
625,Asahi Kasei,Japan,1970.0,75.01,2780.0,1600.0
626,DSV Panalpina,Denmark,1770.0,64.99,1580.0,4770.0
627,Ferguson,United Kingdom,2120.0,130.0,1250.0,2890.0
628,China Cinda Asset Management,China,1050.0,140.0,23210.0,780.0
628,Legend Holding,China,6060.0,56.73,9970.0,409.99999999999994
630,Kao,Japan,1290.0,120.0,1610.0000000000002,3200.0
631,International Paper,United States,2060.0,48.2,3170.0,2250.0
632,Quanta Computer,Taiwan,3700.0,86.02000000000001,2360.0,1330.0
633,Ecopetrol,Colombia,1380.0,45.67,4079.9999999999995,2630.0
634,SSE,United Kingdom,840.0,170.0,2630.0,2130.0
635,Muyuan Foodstuff,China,680.0,370.0,1520.0,5760.0
635,Omnicom Group,United States,1320.0,94.53,2760.0,1710.0000000000002
635,Raymond James Financial,United States,840.0,86.1,5370.0,1789.9999999999998
638,China Fortune Land Development,China,1300.0,170.0,7440.000000000001,390.0
639,Essity Ab,Sweden,1320.0,110.00000000000001,1880.0,2330.0
640,Jardine Matheson,Bermuda,3260.0,-39.4,9350.0,1900.0
641,Natixis,France,2320.0,-2.17,60600.0,1530.0
642,Resona Holdings,Japan,740.0,130.0,68250.0,950.0
643,Kellogg,United States,1380.0,130.0,1800.0,2160.0
644,Rocket Companies,United States,1630.0,380.0,3750.0,300.0
645,Bank Of Hangzhou,China,680.0,98.09,16310.0,1370.0
646,China Hongqiao Group,China,1250.0,150.0,2780.0,1380.0
647,Suncor Energy,Canada,1839.9999999999998,-320.0,6640.000000000001,3190.0
648,East Japan Railway,Japan,1860.0000000000002,-330.0,8630.0,2620.0
649,China Energy Engineering,China,3929.9999999999995,68.57000000000001,7280.0,300.0
650,PG&E,United States,1850.0,-130.0,10690.0,2300.0
651,Albertsons,United States,6940.000000000001,110.00000000000001,2630.0,930.0000000000001
652,Arch Capital Group,Bermuda,830.0000000000001,140.0,3750.0,1620.0
653,Kuehne & Nagel International,Switzerland,2170.0,83.95,1110.0,3690.0
654,Siemens Energy,Germany,3070.0,-180.0,5260.0,2570.0
655,Schlumberger,United States,2360.0,-1050.0,4240.0,3679.9999999999995
656,Corning,United States,1130.0,51.2,3080.0,3520.0000000000005
657,China Reinsurance Group,China,2400.0,82.95,6630.0,450.0
658,CNPC Capital,China,440.00000000000006,2190.0,13519.999999999998,1220.0
659,SK Holdings,South Korea,6940.000000000001,16.05,12670.0,1340.0
660,Associated British Foods,Australia,1770.0,57.98,2160.0,2650.0
660,TCL,China,1110.0,63.58,3940.0,1930.0
660,Woori Financial Group,South Korea,1010.0,110.00000000000001,36740.0,660.0
663,Sumitomo,Japan,4360.0,-140.0,7530.0,1780.0
664,Analog Devices,United States,590.0,140.0,2140.0,5880.0
665,Oil & Natural Gas,India,4730.0,12.26,6880.0,1820.0
665,Whirlpool,United States,1939.9999999999998,110.00000000000001,2039.9999999999998,1470.0
667,Grupo ACS,Spain,3979.9999999999995,65.42999999999999,4570.0,960.0
667,O'Reilly Automotive,United States,1160.0,180.0,1230.0,3720.0000000000005
669,Infineon Technologies,Germany,1060.0,47.31,2620.0,5530.0
670,Occidental Petroleum,United States,1970.0,-1480.0,8440.0,2280.0
671,ASE Technology Holding,Taiwan,1620.0,93.71000000000001,2080.0,1710.0000000000002
672,Industrial Bank of Korea,South Korea,900.0,130.0,33290.0,610.0
673,Isbank,Turkey,1370.0,100.0,9400.0,270.0
674,S&P Global,United States,740.0,229.99999999999997,1250.0,9110.0
675,Siam Cement,Thailand,1280.0,110.00000000000001,2500.0,1580.0
676,Heineken,Netherlands,2250.0,-11.629999999999999,5430.0,2730.0
677,Dongfeng Motor Group,China,1570.0,160.0,4840.0,810.0
677,Hermès International,France,730.0,160.0,1350.0,12860.0
679,Tenaga Nasional,Malaysia,1050.0,85.5,4510.0,1390.0
680,Banco Btg Pactual,Brazil,310.0,100.0,4490.0,4610.0
681,Conagra Brands,United States,1170.0,120.0,2210.0,1800.0
682,Nippon Steel,Japan,4590.0,-190.0,7040.000000000001,1660.0000000000002
683,Repsol,Spain,3790.0,-370.0,6030.0,1920.0
684,Publicis Groupe,France,1230.0,65.66,3690.0,1630.0
685,Bridgestone,Japan,2800.0,-21.82,4060.0,2870.0
686,ENEOS Holdings,Japan,7280.0,-229.99999999999997,7770.0,1420.0
687,Formosa Petrochemical,Taiwan,1410.0,95.56,1360.0,3429.9999999999995
687,Fortis (Canada),Canada,670.0,94.97999999999999,4460.0,2060.0
689,Guotai Junan Securities,China,580.0,150.0,10750.0,1250.0
690,Unipol Gruppo,Italy,1520.0,80.64,9610.0,409.99999999999994
691,Renault,France,4960.0,-910.0,14160.0,1260.0
692,Canadian Pacific Railway,Canada,570.0,180.0,1870.0,4920.0
693,China Bohai Bank,China,960.0,110.00000000000001,21320.0,770.0
694,Public Bank,Malaysia,450.0,120.0,11220.0,1980.0
695,Geely Automobile Holdings,Hong Kong,1340.0,79.46000000000001,1689.9999999999998,2760.0
695,HCL Technologies,India,1000.0,180.0,1060.0,3700.0
697,BOE Technology Group,China,1870.0,36.38,5330.0,1770.0
698,Guangzhou R&F,China,1250.0,130.0,6759.999999999999,480.0
699,Richemont,Switzerland,1380.0,24.89,3840.0,5920.0
700,Daiichi Sankyo,Japan,900.0,66.12,1989.9999999999998,4840.0
701,Kinder Morgan,United States,1150.0,10.6,7350.0,3750.0
702,Inner Mongolia Yili,China,1350.0,100.0,1120.0,3629.9999999999995
703,Haitong Securities,China,650.0,130.0,9630.0,1170.0
704,Markel,United States,969.9999999999999,78.72999999999999,3490.0,1670.0
705,Kasikornbank,Thailand,819.9999999999999,91.69,12210.0,1030.0
706,Riyad Bank,Saudi Arabia,360.0,130.0,8270.0,2000.0
707,China International Capital,China,530.0,100.0,7980.0,1800.0
707,Huishang Bank,China,840.0,130.0,19450.0,459.99999999999994
709,Hewlett Packard Enterprise,United States,2690.0,-43.2,5350.0,2080.0
710,Daqin Railway,China,1030.0,150.0,2190.0,1570.0
711,Keyence,Japan,480.0,170.0,1850.0,11550.0
712,Nokia,Finland,2490.0,-280.0,4650.0,2370.0
713,Canadian Natural Resources,Canada,1260.0,-32.43,5910.0,3660.0
713,Kone,Finland,1130.0,110.00000000000001,1080.0,4460.0
715,Delta Air Lines,United States,1270.0,-1300.0,7309.999999999999,2980.0
716,Neste,Finland,1340.0,81.28,1200.0,4570.0
717,STMicroelectronics,Switzerland,1019.9999999999999,110.00000000000001,1450.0,3540.0
718,CNH Industrial,United Kingdom,2600.0,-49.3,4870.0,2160.0
719,Simon Property Group,United States,459.99999999999994,120.0,3479.9999999999995,3840.0
720,Kirin Holdings,Japan,1730.0,67.37,2380.0,1590.0
721,Marubeni,Japan,5800.0,-170.0,6280.0,1460.0
722,Uber,United States,1210.0,-680.0,3329.9999999999995,11270.0
723,Sysco,United States,4590.0,-33.75,2250.0,4110.0
723,Zoetis,United States,670.0,160.0,1360.0,7959.999999999999
725,Bharti Airtel,India,1350.0,-280.0,4580.0,3990.0
726,Henderson Land,Hong Kong,330.0,130.0,5950.0,2190.0
727,Coca-Cola European Partners,United Kingdom,1210.0,57.79,2350.0,2500.0
728,Samsung Fire & Marine,South Korea,1800.0,63.989999999999995,8440.0,730.0
729,Mapfre,Spain,2100.0,60.029999999999994,7800.0,650.0
730,Power Finance,India,910.0,130.0,10360.0,390.0
731,Femsa,Mexico,2300.0,-8.959999999999999,3440.0,2870.0
732,Coles Group,Australia,2710.0,72.22,1650.0,1610.0000000000002
733,WH Group,Hong Kong,2560.0,82.78999999999999,1870.0,1280.0
734,Intact Financial,Canada,930.0000000000001,80.67,2640.0,1870.0
735,Carlsberg,Denmark,900.0,92.21000000000001,1980.0,2420.0
736,Huntington Bank,United States,500.0,81.7,12300.0,1650.0
737,Roper Technologies,United States,550.0,94.97,2400.0,4440.0
738,Luxshare Precision Industry,China,1200.0,92.85,969.9999999999999,3570.0000000000005
739,Contemporary Amperex Technology,China,630.0,63.55,2020.0,11770.0
739,Veolia Environnement,France,2970.0,10.120000000000001,5550.0,1650.0
741,Naturgy Energy Group,Spain,1750.0,-39.56,4840.0,2410.0
742,CDW,United States,1850.0,78.85,930.0000000000001,2590.0
743,Cincinnati Financial,United States,750.0,120.0,2720.0,1710.0000000000002
744,Vertex Pharmaceuticals,United States,620.0,270.0,1180.0,5680.0
745,Sandvik,Sweden,940.0,94.9,1450.0,3620.0000000000005
746,Evonik,Germany,1390.0,54.720000000000006,2710.0,1710.0000000000002
747,Agile Group Holdings,China,1190.0,140.0,4800.0,620.0
748,Logan Property Holdings,China,1040.0,190.0,3720.0000000000005,890.0
749,Jinke Property Group,China,1230.0,100.0,5830.0,590.0
750,Ball,United States,1180.0,58.5,1830.0,2990.0
751,Tatneft,Russia,1019.9999999999999,140.0,1710.0000000000002,1730.0
752,China Coal Energy,China,2050.0,77.51,4310.0,680.0
753,Assa Abloy,Sweden,950.0,99.62,1430.0,3360.0
753,Otis Worldwide,United States,1280.0,90.6,1070.0,3030.0
753,Rakuten,Japan,1360.0,-110.00000000000001,12130.0,1700.0
756,Thomson Reuters,Canada,600.0,110.00000000000001,1789.9999999999998,4590.0
757,China National Nuclear Power,China,690.0,83.28999999999999,5280.0,1430.0
758,Chunghwa Telecom,Taiwan,710.0,110.00000000000001,1800.0,3120.0
759,Central Japan Railway,Japan,940.0,-95.28,9190.0,2880.0
760,SK Innovation,South Korea,2900.0,-180.0,3540.0,2070.0
761,Chongqing Rural Bank,China,720.0,120.0,17380.0,490.00000000000006
762,Telkom Indonesia,Indonesia,919.9999999999999,130.0,1580.0,2290.0
763,Pernod Ricard,France,910.0,29.98,3890.0,5340.0
764,Sampo,Finland,1100.0,4.33,6690.000000000001,2710.0
765,Amphenol,United States,860.0,120.0,1230.0,4100.0
766,CIFI Holdings Group,China,1050.0,120.0,5800.0,750.0
767,Unum,United States,1320.0,79.3,6070.0,590.0
768,Raiffeisen Bank International,Austria,830.0000000000001,83.07000000000001,20310.0,710.0
769,Wipro,India,830.0000000000001,150.0,1140.0,3590.0
770,Coal India,India,1230.0,170.0,2100.0,1070.0
771,Shin Kong Financial,Taiwan,1710.0000000000002,45.589999999999996,15510.0,440.00000000000006
772,Aegon,Netherlands,2640.0,-16.64,51990.0,960.0
773,Samsung SDI,South Korea,960.0,48.71,1980.0,4160.0
774,Altice USA,United States,990.0,43.62,3400.0,2270.0
775,Equitable Holdings,United States,1240.0,-63.5,27539.999999999996,1440.0
776,National Bank of Kuwait,Kuwait,380.0,71.86,9770.0,1980.0
777,Mega Financial Holding,Taiwan,280.0,84.97,13719.999999999998,1540.0
777,United Rentals,United States,850.0,89.0,1839.9999999999998,2370.0
779,United Airlines Holdings,United States,1540.0,-710.0,6600.0,1810.0000000000002
780,Beijing-Shanghai High-Speed Railway,China,360.0,60.879999999999995,4520.0,4370.0
781,Deutsche Wohnen,Germany,320.0,170.0,3810.0,1860.0000000000002
782,Gallagher,United States,690.0,81.88,2230.0,2670.0
783,Ameren,United States,580.0,87.1,3200.0,2150.0
784,Amcor,United Kingdom,1250.0,77.76,1670.0,1870.0
784,Tata Motors,India,3020.0,-210.0,4180.0,1610.0000000000002
786,T Rowe Price,United States,620.0,229.99999999999997,1090.0,4050.0
787,HeidelbergCement,Germany,2010.0000000000002,-240.0,4070.0000000000005,1910.0000000000002
788,Formosa Plastics,Taiwan,710.0,120.0,1710.0000000000002,2450.0
789,Schindler Holding,Switzerland,1130.0,76.92,1230.0,3340.0
790,DSM,Netherlands,980.0000000000001,57.8,1760.0000000000002,3090.0
791,Siam Commercial Bank,Thailand,560.0,86.97,10940.0,1140.0
792,Bharat Petroleum,India,3000.0,54.17999999999999,2060.0,1210.0
793,Compass Group,United Kingdom,2540.0,16.95,1900.0,3920.0000000000005
794,Uni-President,Taiwan,1520.0,73.16,1760.0000000000002,1470.0
795,Hershey,United States,819.9999999999999,130.0,910.0,3329.9999999999995
796,Power Grid of India,India,530.0,160.0,3500.0,1480.0
797,Oneok,United States,860.0,61.279999999999994,2310.0,2300.0
798,Zhongsheng Group Holdings,China,2160.0,80.52000000000001,1050.0,1660.0000000000002
799,TDK,Japan,1300.0,52.870000000000005,2140.0,1810.0000000000002
800,Jiangsu Zhangjiagang Rural Commercial Bank,China,550.0,150.0,21990.0,150.0
801,Boston Scientific,United States,990.0,-13.9,3080.0,5810.0
802,MTN Group,South Africa,1090.0,100.0,2380.0,1170.0
803,Bajaj Finserv,India,780.0,49.730000000000004,3540.0,2100.0
804,VakifBank,Turkey,790.0,110.00000000000001,8040.000000000001,170.0
805,Fortive,United States,650.0,160.0,1610.0000000000002,2450.0
805,Lumen Technologies,United States,2070.0,-120.0,5940.0,1410.0
805,Sika,Switzerland,840.0,87.84,1140.0,4180.0
808,Gemdale,China,819.9999999999999,140.0,5580.0,830.0000000000001
809,RiseSun Real Estate Development,China,1050.0,120.0,4029.9999999999995,430.0
